,lemat,emocje,stopien_nacechowania
171967,dojeżdżać,radość;cieszenie się na coś oczekiwanego;smutek;strach;,amb
171969,dojechać,radość;smutek;,amb
171973,zebrać,zaufanie;,+ s
171974,zebrać,,+ s
171975,zebrać,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
171976,zebrać,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
171977,zebrać,radość;smutek;złość;strach;,amb
171979,zebrać,,+ s
171980,zebrać,,+ s
171989,pozbierać,radość;smutek;wstręt;,amb
171992,pozbierać,zaufanie;,+ s
171995,pozbierać,zaufanie;,+ s
171996,pozbierać,radość;,+ s
171997,pozbierać,zaufanie;,+ s
171998,pozbierać,zaufanie;,+ s
172005,dozbierać,,+ s
172006,dozbierać,zaufanie;,+ s
172013,obtaczać,strach;,- s
172014,obtaczać,złość;strach;,- s
172015,obtoczyć,smutek;złość;,- s
172016,obtoczyć,smutek;strach;,- s
172025,przestawiać,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
172026,przestawiać,radość;smutek;złość;,amb
172033,poprzestawiać,złość;,- s
172049,przestawić się,zaskoczenie czymś nieprzewidywanym;strach;,- s
172051,przestawiać się,zaskoczenie czymś nieprzewidywanym;strach;,- s
172053,poprzestawiać się,smutek;,- s
172065,zataczać krąg,smutek;,- s
172115,rozstawiać,smutek;złość;,- s
172116,rozstawiać,radość;zaufanie;smutek;złość;,amb
172117,rozstawiać,zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
172122,dojeżdżać,zaufanie;smutek;złość;,amb
172123,dojeżdżać,radość;złość;,amb
172124,dojechać,radość;cieszenie się na coś oczekiwanego;smutek;strach;,amb
172126,dojeżdżać,zaufanie;smutek;strach;,amb
172127,dojeżdżać,zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;,- m
172128,dojeżdżać,smutek;złość;strach;wstręt;,- m
172129,dojechać,smutek;złość;,- s
172130,dojechać,strach;,- s
172131,dojechać,radość;,+ s
172142,dozbierywać,zaufanie;,+ s
172143,dozbierywać,zaufanie;,+ s
172156,uzbierać,zaufanie;cieszenie się na coś oczekiwanego;,+ s
172157,uzbierać,,amb
172158,uzbierać,radość;cieszenie się na coś oczekiwanego;,+ s
172179,zbierać,radość;cieszenie się na coś oczekiwanego;,+ s
172180,zbierać,,amb
172181,zbierać,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
172182,zebrać,,amb
172183,zebrać,,amb
172184,zbierać,,amb
172185,zbierać,radość;smutek;złość;,amb
172186,zebrać,,amb
172187,zebrać,,amb
172188,uzbierać,,amb
172189,uzbierać,radość;cieszenie się na coś oczekiwanego;,+ s
172190,uzbierać,radość;złość;,amb
172199,postawić,zaufanie;smutek;złość;,amb
172201,stawiać na ostrzu noża,smutek;złość;strach;,- m
172202,stawiać na ostrzu noża,smutek;złość;,- m
172203,postawić na ostrzu noża,smutek;złość;strach;,- m
172204,postawić na ostrzu noża,smutek;złość;,- m
172205,postawić,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;strach;,amb
172206,postawić,smutek;złość;,- s
172207,postawić,cieszenie się na coś oczekiwanego;złość;wstręt;,amb
172208,nazbierać,zaufanie;,+ s
172209,nazbierać,radość;cieszenie się na coś oczekiwanego;,+ s
172210,nazbierać,zaufanie;,+ s
172211,nazbierać,radość;,+ s
172214,nazbierać,zaufanie;,+ s
172215,nazbierać,zaufanie;,+ s
172216,nazbierać,zaufanie;,+ s
172218,nazbierać,zaufanie;,+ s
172219,nazbierać,radość;,+ s
172233,postawić,radość;,+ s
172234,stawiać w świetle,,+ s
172242,odtoczyć,smutek;,- s
172250,gromadzić,zaufanie;,+ s
172251,gromadzić,radość;cieszenie się na coś oczekiwanego;,+ s
172280,podtoczyć,,- s
172281,podtoczyć,,- s
172282,ustawić,zaufanie;cieszenie się na coś oczekiwanego;,+ s
172283,ustawić,cieszenie się na coś oczekiwanego;,+ s
172284,podtoczyć się,złość;wstręt;,- s
172285,podtoczyć się,,- s
172288,podtoczyć się,zaskoczenie czymś nieprzewidywanym;strach;,- s
172296,podtaczać,smutek;,- s
172297,podtaczać,,- s
172300,podtaczać się,,- s
172301,podtaczać się,wstręt;,- s
172302,ustawiać,,- s
172303,ustawiać,,- s
172310,ustawiać,zaufanie;cieszenie się na coś oczekiwanego;,+ s
172326,taczać się,radość;smutek;,amb
172327,taczać się,radość;smutek;złość;,amb
172328,zgromadzić,,amb
172329,zgromadzić,,amb
172333,zgromadzać,zaufanie;cieszenie się na coś oczekiwanego;smutek;,amb
172334,zgromadzać,cieszenie się na coś oczekiwanego;smutek;,amb
172335,zgromadzać,radość;cieszenie się na coś oczekiwanego;,+ s
172336,zgromadzać,,amb
172337,zgromadzać,radość;strach;,amb
172346,poustawiać,,+ s
172348,poustawiać,zaufanie;,+ s
172349,poustawiać,zaufanie;złość;,amb
172350,poustawiać,radość;zaufanie;złość;wstręt;,amb
172355,poustawiać,zaufanie;złość;,amb
172356,poustawiać,radość;złość;wstręt;,amb
172359,poustawiać,zaufanie;,+ s
172360,poustawiać,zaufanie;,+ s
172361,poustawiać,,+ s
172365,poustawiać,,+ s
172366,poustawiać,smutek;złość;,- s
172367,poustawiać,radość;wstręt;,amb
172404,poustawiać się,,+ s
172406,ustawić głos,,+ s
172426,podostawiać się,smutek;złość;,- s
172427,podostawiać się,złość;wstręt;,- s
172429,podostawiać się,złość;wstręt;,- s
172430,poobstawiać,zaufanie;strach;,amb
172431,poobstawiać,radość;smutek;złość;,amb
172436,poobstawiać,zaufanie;,+ s
172437,poobstawiać,radość;,+ s
172438,przejeżdżać,,+ s
172439,przejeżdżać,zaufanie;,+ s
172442,przejechać,,+ s
172446,poobstawiać,zaufanie;smutek;złość;,amb
172447,poobstawiać,radość;złość;,amb
172448,poobstawiać,zaufanie;,+ s
172449,poobstawiać,radość;,+ s
172450,obstawić,zaufanie;,+ s
172452,obstawiać,zaufanie;,+ s
172454,poobstawiać,zaufanie;smutek;złość;,amb
172455,poobstawiać,złość;,- s
172456,poobstawiać,smutek;złość;wstręt;,- s
172457,obstawić,zaufanie;,+ s
172459,obstawiać,zaufanie;,+ s
172471,poodstawiać,radość;zaskoczenie czymś nieprzewidywanym;złość;wstręt;,amb
172472,poodstawiać,radość;złość;,amb
172475,poodstawiać,,+ s
172476,poodstawiać,radość;złość;,amb
172477,poodstawiać,zaufanie;złość;,amb
172478,poodstawiać,smutek;,- s
172479,poodstawiać,złość;,- s
172482,zielenieć,,+ s
172483,zielenieć,,+ s
172484,poodstawiać,zaskoczenie czymś nieprzewidywanym;smutek;,- s
172485,poodstawiać,złość;,- s
172488,przejeżdżać,złość;,- s
172489,przejeżdżać,radość;,- s
172490,przejechać,,- s
172491,przejechać,złość;,- s
172496,poodstawiać,radość;,+ s
172497,poodstawiać,radość;,+ s
172498,poodstawiać,radość;,+ s
172499,poodstawiać,radość;,+ s
172502,poodstawiać się,radość;,+ s
172503,poodstawiać się,radość;,+ s
172510,zazielenieć,smutek;,- s
172511,zazielenieć,strach;,- s
172518,zastawiać,zaskoczenie czymś nieprzewidywanym;,- s
172519,zastawiać,smutek;,- s
172520,zastawić,zaskoczenie czymś nieprzewidywanym;,- s
172521,zastawić,zaskoczenie czymś nieprzewidywanym;,- s
172522,zastawiać,,- s
172523,zastawiać,smutek;,- s
172524,zastawiać się,złość;,- s
172525,zastawiać się,,- s
172530,zastawić się,złość;,- s
172531,zastawić się,,- s
172546,pozielenieć,radość;,+ s
172548,pozielenieć,wstręt;,- s
172549,pozielenieć,złość;,- s
172550,zazielenić się,smutek;,- s
172551,zazielenić się,strach;,- s
172554,zazielenić się,,+ s
172556,zielenić się,zaskoczenie czymś nieprzewidywanym;,- s
172557,zielenić się,zaskoczenie czymś nieprzewidywanym;,- s
172560,pozastawiać,smutek;złość;,- s
172561,pozastawiać,smutek;,- s
172562,pozastawiać,smutek;złość;,- s
172563,pozastawiać,zaufanie;smutek;złość;,amb
172564,pozastawiać,radość;zaufanie;smutek;złość;wstręt;,amb
172565,pozastawiać,smutek;,- s
172566,pozastawiać,smutek;złość;,- s
172567,przejeżdżać,smutek;złość;,- s
172568,przejeżdżać,,- s
172569,przejechać,smutek;złość;wstręt;,- s
172570,przejechać,smutek;złość;,- s
172573,zestawiać,zaufanie;,+ s
172574,zestawiać,,+ s
172583,pozestawiać,,+ s
172584,pozestawiać,,+ s
172593,wzbierać,radość;złość;,amb
172594,wzbierać,radość;smutek;złość;,amb
172596,nastawić się,zaufanie;,+ s
172597,nastawiać się,radość;cieszenie się na coś oczekiwanego;smutek;strach;,amb
172600,nastawić się,zaufanie;smutek;złość;wstręt;,amb
172601,nastawiać się,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;,amb
172602,nastawiać się,radość;smutek;złość;,amb
172605,nastawiać się,złość;wstręt;,- s
172606,nastawiać się,złość;,- s
172611,ponastawiać,radość;cieszenie się na coś oczekiwanego;smutek;,amb
172612,ponastawiać,radość;złość;,amb
172613,ponastawiać,,+ s
172617,ponastawiać się,radość;cieszenie się na coś oczekiwanego;smutek;,amb
172621,ponastawiać,,+ s
172623,ponastawiać,,+ s
172643,nastawiać,radość;smutek;złość;,amb
172644,nastawiać,radość;smutek;złość;,amb
172647,nastawiać,smutek;,- s
172648,nastawiać,,amb
172649,nastawiać,smutek;,- s
172650,bić,złość;wstręt;,- s
172651,bić,złość;,- s
172652,bić,smutek;złość;strach;wstręt;,amb
172653,bić,smutek;złość;,- s
172654,bić,radość;cieszenie się na coś oczekiwanego;złość;strach;wstręt;,amb
172655,bić,radość;,+ s
172656,bić,zaufanie;,+ s
172659,bić,smutek;złość;,- s
172660,bić,smutek;złość;,- s
172663,podchodzić,smutek;,- s
172667,bić się,smutek;złość;,- s
172668,bić się,smutek;,- s
172669,bić się,radość;smutek;złość;,amb
172670,bić się,złość;wstręt;,- s
172671,bić się,zaufanie;wstręt;,amb
172672,bić się,smutek;złość;,- s
172673,bić się,złość;,- s
172674,bić w tarabany,złość;,amb
172675,bić w tarabany,złość;strach;,- s
172676,bić w tarabany,zaufanie;,amb
172677,bić głową w mur,smutek;złość;,- s
172678,bić głową w mur,smutek;złość;,- s
172679,kopać się z koniem,złość;wstręt;,- s
172680,kopać się z koniem,smutek;złość;wstręt;,- s
172681,bić brawo,radość;,+ s
172682,bić brawo,radość;cieszenie się na coś oczekiwanego;,+ s
172683,bić brawo,zaufanie;,+ s
172684,bić brawo,radość;cieszenie się na coś oczekiwanego;,+ s
172689,przejeżdżać,smutek;,- s
172690,przejeżdżać,,- s
172691,przejechać,radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
172692,przejechać,radość;smutek;złość;,amb
172694,bijać,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
172697,bijać się,smutek;,- s
172698,bijać się,smutek;złość;,- s
172699,bijać,złość;,- s
172701,nachodzić,smutek;złość;,- s
172705,bić pianę,złość;wstręt;,- s
172706,bić pianę,złość;wstręt;,- s
172707,nachodzić się,smutek;złość;,- s
172708,nachodzić się,smutek;,- s
172709,nachodzić się,smutek;,- s
172710,nachodzić się,smutek;złość;,- s
172715,zejść,radość;smutek;złość;,amb
172716,zejść,radość;smutek;złość;,amb
172721,poschodzić,złość;,- s
172722,poschodzić,smutek;złość;,- s
172727,poschodzić,radość;,+ s
172728,poschodzić,radość;cieszenie się na coś oczekiwanego;,+ s
172733,poschodzić,złość;,- s
172734,poschodzić,zaskoczenie czymś nieprzewidywanym;smutek;złość;,- s
172741,poschodzić,smutek;,- s
172742,poschodzić,smutek;,- s
172749,poschodzić,,- s
172750,poschodzić,zaskoczenie czymś nieprzewidywanym;,- s
172751,poschodzić,radość;złość;,amb
172752,poschodzić,radość;smutek;,amb
172753,poschodzić,smutek;złość;wstręt;,- s
172754,poschodzić,smutek;,- s
172757,poschodzić,radość;,+ s
172758,poschodzić,radość;,+ s
172763,schodzić,radość;smutek;strach;,amb
172764,schodzić,radość;smutek;,amb
172766,zejść,radość;smutek;,amb
172767,poschodzić,zaufanie;,+ s
172768,poschodzić,radość;smutek;złość;,amb
172769,poschodzić,radość;,+ s
172770,bić,złość;,- s
172771,bić,smutek;złość;,- s
172776,zbijać,smutek;złość;,- s
172777,zbijać,smutek;złość;,- s
172778,zbijać,smutek;złość;,- s
172779,zbijać,zaskoczenie czymś nieprzewidywanym;smutek;złość;,- s
172782,zbijać się,smutek;,- s
172784,zejść,smutek;złość;,- s
172785,zejść,smutek;złość;,- s
172786,schodzić,radość;,+ s
172787,schodzić,cieszenie się na coś oczekiwanego;,+ s
172789,pouchodzić,radość;smutek;złość;,amb
172790,pouchodzić,smutek;złość;,- s
172791,pouchodzić,smutek;strach;,- s
172792,pouchodzić,radość;smutek;złość;,amb
172793,pouchodzić,radość;smutek;złość;,amb
172794,pouchodzić,radość;smutek;złość;,amb
172795,pouchodzić,radość;smutek;strach;,amb
172796,pouchodzić,radość;smutek;złość;,amb
172797,pouchodzić,radość;smutek;złość;,amb
172800,pozachodzić,smutek;,- s
172814,pozachodzić,radość;cieszenie się na coś oczekiwanego;,+ s
172815,pozachodzić,cieszenie się na coś oczekiwanego;,+ s
172823,zachodzić,radość;cieszenie się na coś oczekiwanego;smutek;,amb
172834,powschodzić,,+ s
172835,powschodzić,radość;,+ s
172838,ponachodzić,radość;smutek;złość;strach;,amb
172839,ponachodzić,radość;smutek;złość;strach;,amb
172840,ponachodzić,złość;,- s
172841,ponachodzić,zaskoczenie czymś nieprzewidywanym;złość;,- s
172850,ponachodzić,smutek;,- s
172851,ponachodzić,zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;,- m
172852,ponachodzić,złość;wstręt;,- s
172863,pozbijać,zaufanie;,+ s
172864,pozbijać,zaufanie;,+ s
172867,pozbijać,zaufanie;,+ s
172868,pozbijać,,+ s
172871,pozbijać,smutek;złość;,- s
172872,pozbijać,,- s
172875,pozbijać się,radość;smutek;złość;,amb
172876,pozbijać się,strach;,amb
172877,pozbijać się,radość;złość;,amb
172879,pozbijać się,smutek;złość;,- s
172880,pozbijać się,smutek;,- s
172881,zbić z pantałyku,zaskoczenie czymś nieprzewidywanym;smutek;strach;,- s
172882,zbić z pantałyku,zaskoczenie czymś nieprzewidywanym;,- s
172883,zbijać z pantałyku,zaskoczenie czymś nieprzewidywanym;smutek;,- s
172884,zbijać z pantałyku,zaskoczenie czymś nieprzewidywanym;,- s
172885,pozbijać bąki,radość;smutek;złość;,amb
172886,pozbijać bąki,,- s
172887,pozbijać bąki,radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
172888,pozbijać z pantałyku,smutek;,- s
172889,pozbijać z pantałyku,zaskoczenie czymś nieprzewidywanym;,- s
172896,poodstawiać,zaufanie;,+ s
172897,poodstawiać,zaufanie;,+ s
172904,zostawiać,radość;zaufanie;,+ s
172908,zostawiać,,+ s
172910,zostawiać,smutek;,- m
172911,zostawiać,smutek;złość;,- s
172912,zostawiać,cieszenie się na coś oczekiwanego;smutek;,amb
172913,zostawiać,zaufanie;,+ s
172921,zostawiać,zaufanie;,+ s
172923,zostawiać,smutek;,- s
172927,zostawiać,złość;wstręt;,- s
172928,zostawiać,zaskoczenie czymś nieprzewidywanym;smutek;złość;,- s
172929,zostawić,zaufanie;złość;wstręt;,amb
172930,zostawić,zaufanie;złość;wstręt;,amb
172931,zostawić,radość;,+ s
172932,zostawić,zaufanie;,+ s
172933,zostawić,radość;smutek;złość;,amb
172934,zostawić,radość;smutek;złość;,amb
172935,zostawić,radość;,+ s
172936,zostawić,radość;smutek;złość;,amb
172937,zostawić,radość;cieszenie się na coś oczekiwanego;,+ s
172938,zostawić,smutek;złość;,- m
172939,zostawić,smutek;strach;,- s
172940,zostawić,smutek;złość;,- s
172942,zostawić,,+ s
172946,zostawić,radość;smutek;złość;,amb
172949,zostawić,radość;,+ s
172950,zostawić,radość;cieszenie się na coś oczekiwanego;,+ s
172951,zostawić,radość;smutek;złość;,amb
172952,zostawić,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
172953,zostawić,smutek;złość;,- s
172954,zostawić,smutek;złość;,- s
172955,zostawić,smutek;złość;,- m
172956,zostawić,smutek;strach;,- m
172965,pobić się,złość;,- m
172966,pobić się,,- s
172967,pobić się,smutek;złość;strach;wstręt;,- s
172968,pobić się,radość;złość;,+ s
172970,pobić się,smutek;złość;,- s
172972,pobić się,radość;,+ s
172974,pobić się,smutek;,- s
172976,pobić się,smutek;,- s
172977,pobić się,,- s
172978,ubić,smutek;złość;,- s
172981,ubić,,- s
172984,ubić,zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;,- s
172985,ubić,złość;,- s
172986,ubijać,smutek;złość;,- m
172987,ubijać,,- s
172988,ubijać,smutek;złość;wstręt;,- m
172989,ubijać się,złość;,- s
172990,ubijać się,smutek;złość;,- s
172991,pozostawiać,złość;,- s
172993,zostawiać,radość;cieszenie się na coś oczekiwanego;,+ s
172994,zostawiać,radość;zaufanie;złość;,amb
172995,zostawiać,radość;cieszenie się na coś oczekiwanego;,amb
172996,zostawiać,radość;zaufanie;,+ s
172997,zostawiać,,+ s
172998,zostawić,smutek;złość;,- s
172999,zostawić,smutek;złość;,- s
173000,wbić,radość;smutek;złość;,amb
173001,wbić,radość;zaskoczenie czymś nieprzewidywanym;złość;strach;,amb
173002,wbić,smutek;złość;,- s
173003,wbić,cieszenie się na coś oczekiwanego;złość;strach;,amb
173004,wbić,radość;cieszenie się na coś oczekiwanego;smutek;złość;,amb
173007,wbić,zaufanie;smutek;złość;,amb
173009,wbić,radość;złość;,amb
